sample_id,split,output_split,sample_date,sample_lon,sample_lat,GEOID,hazard_index,exposure_index,vulnerability_index,risk_score,risk_score_weighted,risk_hev_product,risk_tier,hazard_prob_mean,hazard_prob_p95,hazard_prob_max,hazard_pred_fire_frac,acs_population,acs_housing_units,asset_value_usd,risk_eal_usd,expected_property_loss_usd_weighted,expected_property_loss_usd_hev,expected_population_affected,expected_housing_units_affected,exposure_pop_density_km2,exposure_housing_density_km2,acs_median_home_value,road_nearest_dist_m,svi_rpl_themes
eval_eval_ndws64_meta_000.tfrecord_00000017,eval,validation,2020-07-16,-120.540436,36.206596,06019007903,0.0723967179656028,0.2852006427264066,0.6893,0.014232384128253341,0.25961855180072335,0.014232384128253341,moderate,0.0723967179656028,0.2693807482719421,0.6831987500190735,0.0205078125,6112.0,1069.0,213800000.0,3042883.7266205642,55506446.37499465,3042883.7266205642,86.98833179188442,15.214418633102822,3.350887813312746,0.5860764189187379,200000.0,208.8903065985249,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000018,eval,validation,2020-07-16,-120.58535,36.224564,06019007903,0.0745653286576271,0.28466517149601234,0.6893,0.014631186621837176,0.26054221577761727,0.014631186621837176,moderate,0.0745653286576271,0.3163993954658508,0.7048532366752625,0.026611328125,6112.0,1069.0,213800000.0,3128147.6997487885,55703925.733254574,3128147.6997487885,89.42581263266882,15.640738498743941,3.350887813312746,0.5860764189187379,200000.0,657.2751112668308,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000019,eval,validation,2020-07-16,-120.531456,36.197613,06019007903,0.0714178457856178,0.28506473008087974,0.6893,0.014033258066713888,0.25908834191707286,0.014033258066713888,moderate,0.0714178457856178,0.2554168105125427,0.680290937423706,0.017822265625,6112.0,1069.0,213800000.0,3000310.574663429,55393087.50187018,3000310.574663429,85.77127330375528,15.001552873317147,3.350887813312746,0.5860764189187379,200000.0,252.76314386106688,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000020,eval,validation,2020-07-16,-120.594337,36.224564,06019007903,0.0748452767729759,0.2876885476775207,0.6893,0.014842096502701524,0.26158920268974417,0.014842096502701524,moderate,0.0748452767729759,0.3139145672321319,0.7060874104499817,0.0263671875,6112.0,1069.0,213800000.0,3173240.2322775857,55927771.535067305,3173240.2322775857,90.7148938245117,15.866201161387929,3.350887813312746,0.5860764189187379,200000.0,49.39670756692618,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000021,eval,validation,2020-07-16,-120.558403,36.224564,06019007903,0.0740872472524643,0.2846596507781136,0.6893,0.01453709569674779,0.26030151885966624,0.01453709569674779,moderate,0.0740872472524643,0.3017932176589966,0.6910191178321838,0.024658203125,6112.0,1069.0,213800000.0,3108031.0599646773,55652464.732196644,3108031.0599646773,88.85072889852249,15.540155299823388,3.350887813312746,0.5860764189187379,200000.0,672.1002117358394,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000022,eval,validation,2020-07-17,-120.621284,36.224564,06019007903,0.0767039060592651,0.28543047553861156,0.6893,0.015091280801026351,0.26184109569121605,0.015091280801026351,moderate,0.0767039060592651,0.3090170621871948,0.7007143497467041,0.02685546875,6112.0,1069.0,213800000.0,3226515.835259434,55981626.25878199,3226515.835259434,92.23790825587307,16.13257917629717,3.350887813312746,0.5860764189187379,200000.0,161.40842719608872,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000023,eval,validation,2020-07-17,-120.567383,36.188633,06019007903,0.0722163245081901,0.284776528054956,0.6893,0.014175808912095727,0.25940112067058185,0.014175808912095727,moderate,0.0722163245081901,0.2694970965385437,0.7029058337211609,0.023681640625,6112.0,1069.0,213800000.0,3030787.9454060663,55459959.5993704,3030787.9454060663,86.64254407072909,15.153939727030332,3.350887813312746,0.5860764189187379,200000.0,454.7868163022246,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000024,eval,validation,2020-07-17,-120.594337,36.206596,06019007903,0.0753373205661773,0.2847625567462219,0.6893,0.014787723862139735,0.26095742730695526,0.014787723862139735,moderate,0.0753373205661773,0.3012903034687042,0.7009674906730652,0.027099609375,6112.0,1069.0,213800000.0,3161615.3617254756,55792697.95822703,3161615.3617254756,90.38256824539806,15.808076808627376,3.350887813312746,0.5860764189187379,200000.0,473.0833350512757,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000025,eval,validation,2020-07-17,-120.603317,36.242531,06019007903,0.0773957297205925,0.28495103235216573,0.6893,0.015201817432478629,0.26204317456594595,0.015201817432478629,moderate,0.0773957297205925,0.3262937366962433,0.7119612693786621,0.02783203125,6112.0,1069.0,213800000.0,3250148.567063931,56024830.72219925,3250148.567063931,92.91350814730937,16.250742835319652,3.350887813312746,0.5860764189187379,200000.0,306.5402195573365,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000026,eval,validation,2020-07-17,-120.495522,36.188633,06019007903,0.0705582052469253,0.28494565777157554,0.6893,0.013858551723690517,0.2586227999549353,0.013858551723690517,moderate,0.0705582052469253,0.2085198760032653,0.6065176725387573,0.010986328125,6112.0,1069.0,213800000.0,2962958.3585250326,55293554.63036517,2962958.3585250326,84.70346813519645,14.814791792625163,3.350887813312746,0.5860764189187379,200000.0,309.6521927700268,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000027,eval,validation,2020-07-17,-120.594337,36.197613,06019007903,0.0747006461024284,0.2846194198085867,0.6893,0.014655382763382716,0.26059614899379024,0.014655382763382716,moderate,0.0747006461024284,0.3031875193119049,0.7029152512550354,0.027099609375,6112.0,1069.0,213800000.0,3133320.8348112246,55715456.65487236,3133320.8348112246,89.57369944979516,15.666604174056124,3.350887813312746,0.5860764189187379,200000.0,804.2570677527522,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000028,eval,validation,2020-07-17,-120.657219,36.206596,06053011400,0.0753072649240493,0.2661587752481635,0.4492,0.009003625278243695,0.2073412650364737,0.009003625278243695,low,0.0753072649240493,0.2647428512573242,0.6945824027061462,0.022705078125,4455.0,1472.0,616620800.0,5551822.62197085,127850936.71980245,5551822.62197085,40.111150614575664,13.253336409574718,1.2147175535431636,0.401361220834015,418900.0,51.26190824319299,0.4492
eval_eval_ndws64_meta_000.tfrecord_00000029,eval,validation,2020-07-17,-120.522469,36.179649,06019007903,0.0704974457621574,0.2846932623909748,0.6893,0.013834352895261998,0.25851670159837115,0.013834352895261998,moderate,0.0704974457621574,0.2256717085838318,0.6749233603477478,0.0166015625,6112.0,1069.0,213800000.0,2957784.649007015,55270870.80173175,2957784.649007015,84.55556489584133,14.788923245035075,3.350887813312746,0.5860764189187379,200000.0,590.9369556683263,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000030,eval,validation,2020-07-17,-120.504501,36.197613,06019007903,0.072649747133255,0.2846641504782916,0.6893,0.014255260654618901,0.259584118710115,0.014255260654618901,moderate,0.072649747133255,0.2301007956266403,0.6292728781700134,0.0126953125,6112.0,1069.0,213800000.0,3047774.727957521,55499084.580222584,3047774.727957521,87.12815312103072,15.238873639787606,3.350887813312746,0.5860764189187379,200000.0,659.9674874451581,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000031,eval,validation,2020-07-17,-120.648232,36.260498,06019007903,0.078170470893383,0.28450549436732236,0.6893,0.015329982691922824,0.2622968837568882,0.015329982691922824,high,0.078170470893383,0.3194825351238251,0.6994602084159851,0.024658203125,6112.0,1069.0,213800000.0,3277550.2995331,56079073.7472227,3277550.2995331,93.6968542130323,16.387751497665498,3.350887813312746,0.5860764189187379,200000.0,1812.6179903567709,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000032,eval,validation,2020-07-17,-120.486534,36.188633,06019007903,0.0704517289996147,0.28457224609355564,0.6893,0.013819504641456627,0.25845753832787405,0.013819504641456627,moderate,0.0704517289996147,0.2038269191980362,0.5753476023674011,0.0078125,6112.0,1069.0,213800000.0,2954610.092343427,55258221.69449947,2954610.092343427,84.46481236858291,14.773050461717135,3.350887813312746,0.5860764189187379,200000.0,1045.0919657209622,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000033,eval,validation,2020-07-17,-120.639252,36.242531,06019007903,0.0775462910532951,0.2846594616526267,0.6893,0.015215804970603255,0.2620309840224355,0.015215804970603255,moderate,0.0775462910532951,0.3120971322059631,0.6996974349021912,0.025390625,6112.0,1069.0,213800000.0,3253139.102714976,56022224.38399672,3253139.102714976,92.9989999803271,16.26569551357488,3.350887813312746,0.5860764189187379,200000.0,672.6199200144961,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000034,eval,validation,2020-07-17,-120.612305,36.206596,06019007903,0.075581207871437,0.28453798247928314,0.6893,0.014823895829668579,0.2610119986795034,0.014823895829668579,moderate,0.075581207871437,0.3016451299190521,0.6986473202705383,0.02734375,6112.0,1069.0,213800000.0,3169348.928383142,55804365.31767783,3169348.928383142,90.60365131093435,15.846744641915711,3.350887813312746,0.5860764189187379,200000.0,1335.3960528420473,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000035,eval,validation,2020-07-17,-120.621284,36.21558,06019007903,0.0766237527132034,0.2845746408414895,0.6893,0.015030308442882204,0.26154426860904856,0.015030308442882204,moderate,0.0766237527132034,0.3071573674678802,0.7028809785842896,0.02734375,6112.0,1069.0,213800000.0,3213479.945088215,55918164.62861458,3213479.945088215,91.86524520289603,16.067399725441078,3.350887813312746,0.5860764189187379,200000.0,1029.4471545662032,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000036,eval,validation,2020-07-17,-120.657219,36.197613,06053011400,0.075116366147995,0.2664376117481751,0.4492,0.008990210279693225,0.20732946659845003,0.008990210279693225,low,0.075116366147995,0.2699623703956604,0.7022733092308044,0.022705078125,4455.0,1472.0,616620800.0,5543550.65483266,127843661.55750954,5543550.65483266,40.05138679603332,13.233589531708429,1.2147175535431636,0.401361220834015,418900.0,47.020801372712846,0.4492
eval_eval_ndws64_meta_000.tfrecord_00000037,eval,validation,2020-07-17,-120.57637,36.188633,06019007903,0.0725315660238266,0.2852558481349937,0.6893,0.014261653796685425,0.25970253745241145,0.014261653796685425,moderate,0.0725315660238266,0.2731889486312866,0.7030872106552124,0.024169921875,6112.0,1069.0,213800000.0,3049141.581731344,55524402.50732557,3049141.581731344,87.16722800534131,15.245707908656719,3.350887813312746,0.5860764189187379,200000.0,195.1180085678119,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000038,eval,validation,2020-07-17,-120.630264,36.206596,06053011400,0.0755766630172729,0.26658232525712955,0.4492,0.009050213230993746,0.20760302908577533,0.009050213230993746,low,0.0755766630172729,0.2924820184707641,0.699233889579773,0.026123046875,4455.0,1472.0,616620800.0,5580549.722665949,128012345.87729405,5580549.722665949,40.31869994407714,13.321913876022794,1.2147175535431636,0.401361220834015,418900.0,45.08006524747745,0.4492
eval_eval_ndws64_meta_000.tfrecord_00000039,eval,validation,2020-07-17,-120.58535,36.224564,06019007903,0.0762635022401809,0.28466517149601234,0.6893,0.014964401737359594,0.26139130256889415,0.014964401737359594,moderate,0.0762635022401809,0.3179364800453186,0.7050451636314392,0.026611328125,6112.0,1069.0,213800000.0,3199389.0914474814,55885460.48922957,3199389.0914474814,91.46242341874184,15.996945457237405,3.350887813312746,0.5860764189187379,200000.0,657.2751112668308,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000040,eval,validation,2020-07-17,-120.58535,36.188633,06019007903,0.0729297026991844,0.28458601823755525,0.6893,0.014306265513070921,0.25970065682085874,0.014306265513070921,moderate,0.0729297026991844,0.2792784571647644,0.7011025547981262,0.02587890625,6112.0,1069.0,213800000.0,3058679.566694563,55524000.4282996,3058679.566694563,87.43989481588947,15.293397833472815,3.350887813312746,0.5860764189187379,200000.0,961.087758527406,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000041,eval,validation,2020-07-17,-120.531456,36.197613,06019007903,0.0732554867863655,0.28506473008087974,0.6893,0.014394345552814736,0.2600071624174467,0.014394345552814736,moderate,0.0732554867863655,0.2577650845050812,0.6818378567695618,0.01806640625,6112.0,1069.0,213800000.0,3077511.0791917904,55589531.324850105,3077511.0791917904,87.97824001880366,15.387555395958953,3.350887813312746,0.5860764189187379,200000.0,252.76314386106688,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000042,eval,validation,2020-07-17,-120.58535,36.242531,06019007903,0.0771299079060554,0.2848221672135364,0.6893,0.015142754378211644,0.26187160411708865,0.015142754378211644,moderate,0.0771299079060554,0.3258630335330963,0.7078768014907837,0.02734375,6112.0,1069.0,213800000.0,3237520.8860616493,55988148.960233554,3237520.8860616493,92.55251475962957,16.187604430308248,3.350887813312746,0.5860764189187379,200000.0,403.7585987081575,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000043,eval,validation,2020-07-17,-120.594337,36.224564,06019007903,0.0765184238553047,0.2876885476775207,0.6893,0.015173887786398187,0.26242577623090857,0.015173887786398187,moderate,0.0765184238553047,0.3144081532955169,0.7061569094657898,0.0263671875,6112.0,1069.0,213800000.0,3244177.208731932,56106630.95816825,3244177.208731932,92.74280215046572,16.22088604365966,3.350887813312746,0.5860764189187379,200000.0,49.39670756692618,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000044,eval,validation,2020-07-17,-122.049606,38.488319,06095252903,0.1365906745195388,0.44735790422204696,0.2455,0.015001257341832141,0.25160270852638345,0.015001257341832141,moderate,0.1365906745195388,0.6347790360450745,0.7821713089942932,0.083740234375,4363.0,1859.0,1444443000.0,21668461.15860804,363425771.1119749,21668461.15860804,65.45048578241364,27.88733739846595,19.15730295488862,8.162600548507436,777000.0,20.32456385387788,0.2455
eval_eval_ndws64_meta_000.tfrecord_00000045,eval,validation,2020-07-17,-120.495522,36.197613,06019007903,0.0723200365900993,0.28454842119409923,0.6893,0.01418479605380176,0.2593845446532794,0.01418479605380176,moderate,0.0723200365900993,0.2190681993961334,0.6033616065979004,0.01123046875,6112.0,1069.0,213800000.0,3032709.396302816,55456415.64687114,3032709.396302816,86.69747348083635,15.16354698151408,3.350887813312746,0.5860764189187379,200000.0,1231.2161294974555,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000046,eval,validation,2020-01-17,-114.943932,35.784389,06071010300,0.0197765510529279,0.20193468136357604,0.7179,0.002866985005223091,0.21404867993553678,0.002866985005223091,very_low,0.0197765510529279,0.0442024059593677,0.5305442810058594,0.00244140625,3427.0,2022.0,194516400.0,557675.6020699769,41635978.64581285,557675.6020699769,9.825157612899533,5.79704368056109,0.1903351150420911,0.1123016056653365,96200.0,42291.56105535262,0.7179
eval_eval_ndws64_meta_000.tfrecord_00000047,eval,validation,2020-01-17,-115.608688,32.658253,06025011901,0.0336734727025032,0.3940087976953616,0.5106,0.006774459278504086,0.2371593756598601,0.006774459278504086,low,0.0336734727025032,0.1516656428575515,0.5976558327674866,0.013427734375,2021.0,684.0,165459600.0,1120899.3224375746,39240295.43293019,1120899.3224375746,13.691182201856758,4.633730146496795,14.585487552469957,4.936404495739461,241900.0,92.58627063275895,0.5106
eval_eval_ndws64_meta_000.tfrecord_00000048,eval,validation,2020-01-17,-120.594337,36.628807,06019008304,0.0224056039005517,0.28429856820865457,0.9665,0.006156490091633062,0.28979237241287226,0.006156490091633062,low,0.0224056039005517,0.0348593294620513,0.6067619323730469,0.00830078125,4074.0,993.0,167221200.0,1029495.6609109906,48459428.26572739,1029495.6609109906,25.081540633313093,6.113394660991631,3.1895168819284843,0.7774153813831578,168400.0,538.6429336643937,0.9665
eval_eval_ndws64_meta_000.tfrecord_00000049,eval,validation,2020-01-17,-115.348175,35.631676,06071010300,0.0123325390741229,0.2019655842092992,0.7179,0.0017881083186365864,0.21033594479985124,0.0017881083186365864,very_low,0.0123325390741229,0.0222099833190441,0.2719554305076599,0.0,3427.0,2022.0,194516400.0,347816.3929512417,40913790.77306578,347816.3929512417,6.127847207967582,3.6155550202831774,0.1903351150420911,0.1123016056653365,96200.0,4739.812492648946,0.7179
eval_eval_ndws64_meta_000.tfrecord_00000050,eval,validation,2020-01-17,-114.952919,35.784389,06071010300,0.0196754671633243,0.2019347342341283,0.7179,0.00285233173095354,0.21399815385190066,0.00285233173095354,very_low,0.0196754671633243,0.046039905399084,0.522040069103241,0.001708984375,3427.0,2022.0,194516400.0,554825.2999108512,41626150.49391785,554825.2999108512,9.77494084197778,5.767414759988058,0.1903351150420911,0.1123016056653365,96200.0,41726.089386137326,0.7179
eval_eval_ndws64_meta_000.tfrecord_00000051,eval,validation,2020-01-17,-120.684166,36.682705,06019008304,0.0218200664967298,0.2867179670431753,0.9665,0.006046622235615178,0.2902254233613175,0.006046622235615178,low,0.0218200664967298,0.0385439731180667,0.5981755256652832,0.007568359375,4074.0,993.0,167221200.0,1011123.4261862529,48531843.56498755,1011123.4261862529,24.633938987896236,6.004295879965872,3.1895168819284843,0.7774153813831578,168400.0,59.54711963545056,0.9665
eval_eval_ndws64_meta_000.tfrecord_00000052,eval,validation,2020-01-21,-119.974495,37.940346,06109003200,0.037893921136856,0.40561787072761557,0.5472,0.0084107111182843,0.2500723217867127,0.0084107111182843,low,0.037893921136856,0.168487399816513,0.6784265637397766,0.01611328125,5471.0,2679.0,832901100.0,7005290.542201224,208285511.89570695,7005290.542201224,46.015000528133406,22.53229508588364,13.942328322143004,6.827179231405795,310900.0,233.2836178124322,0.5472
eval_eval_ndws64_meta_000.tfrecord_00000053,eval,validation,2020-01-21,-119.992462,37.940346,06109003200,0.0373561196029186,0.40549147533491064,0.5472,0.008288760181274552,0.2497655024019325,0.008288760181274552,low,0.0373561196029186,0.1572378128767013,0.6877837181091309,0.017578125,5471.0,2679.0,832901100.0,6903717.472619774,208029961.6926222,6903717.472619774,45.34780695175307,22.205588525634525,13.942328322143004,6.827179231405795,310900.0,284.52663880437507,0.5472
eval_eval_ndws64_meta_000.tfrecord_00000054,eval,validation,2020-02-19,-122.067574,39.683079,06021010501,0.0283894259482622,0.4325193788574391,0.7334,0.00900540164178368,0.2906305266313628,0.00900540164178368,low,0.0283894259482622,0.0529979169368743,0.625271737575531,0.014892578125,3798.0,1381.0,358369500.0,3227261.2836651965,104153116.51361817,3227261.2836651965,34.20251543549441,12.43645966730326,23.87634707656416,8.68173652257375,259500.0,300.28366174805143,0.7334
eval_eval_ndws64_meta_000.tfrecord_00000055,eval,validation,2020-02-19,-119.49839,35.281334,06029003304,0.0256820078939199,0.25918859526822524,0.7556,0.005029638970147706,0.24171758252742753,0.005029638970147706,very_low,0.0256820078939199,0.0578882917761802,0.6070323586463928,0.009033203125,2871.0,843.0,112709100.0,566886.0816502748,27243771.180842083,566886.0816502748,14.440093483294065,4.239985651834517,1.7936008392797471,0.5266476863506885,133700.0,64.10101349876605,0.7556
eval_eval_ndws64_meta_000.tfrecord_00000056,eval,validation,2020-02-19,-122.714363,38.937477,06033000901,0.0357035174965858,0.533002746838876,0.4162,0.00792031633993538,0.26099258279995574,0.00792031633993538,low,0.0357035174965858,0.0862416326999664,0.6439509987831116,0.016357421875,3162.0,1715.0,377128500.0,2986977.0208053202,98427741.2624731,2986977.0208053202,25.044040266875673,13.583342522989177,75.37740731230936,40.88306563586672,219900.0,218.92874363010344,0.4162
