sample_id,split,output_split,sample_date,sample_lon,sample_lat,GEOID,hazard_index,exposure_index,vulnerability_index,risk_score,risk_hev_product,risk_tier,hazard_prob_mean,hazard_prob_p95,hazard_prob_max,hazard_pred_fire_frac,acs_population,acs_housing_units,asset_value_usd,expected_property_loss_usd_weighted,expected_property_loss_usd_hev,expected_population_affected,expected_housing_units_affected,exposure_pop_density_km2,exposure_housing_density_km2,acs_median_home_value,road_nearest_dist_m,svi_rpl_themes
eval_eval_ndws64_meta_000.tfrecord_00000012,eval,validation,2020-07-15,-120.531456,36.197613,06019007903,0.0888288170099258,0.28506473008087974,0.6893,0.26779382752922687,0.01745442891967243,high,0.0888288170099258,0.3319491446018219,0.6957745552062988,0.0244140625,6112.0,1069.0,213800000.0,57254320.325748704,3731756.903025965,1636.7558738586347,286.2716016287435,3.350887813312746,0.5860764189187379,200000.0,252.76314386106688,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000013,eval,validation,2020-07-16,-120.567383,36.188633,06019007903,0.0707267373800277,0.284776528054956,0.6893,0.25865632710650066,0.013883408230801668,moderate,0.0707267373800277,0.2658109068870544,0.7028129696846008,0.02294921875,6112.0,1069.0,213800000.0,55300722.73536984,2968272.6797453966,1580.907471274932,276.5036136768492,3.350887813312746,0.5860764189187379,200000.0,454.7868163022246,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000014,eval,validation,2020-07-16,-120.522469,36.089817,06019007903,0.0626677125692367,0.2855813550302745,0.6893,0.2548682627937007,0.012336216176607044,moderate,0.0626677125692367,0.2257860004901886,0.6554745435714722,0.014892578125,6112.0,1069.0,213800000.0,54490834.5852932,2637483.018558586,1557.7548221950985,272.454172926466,3.350887813312746,0.5860764189187379,200000.0,140.40801893175245,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000015,eval,validation,2020-07-16,-120.594337,36.197613,06019007903,0.0731701105833053,0.2846194198085867,0.6893,0.25983088123422865,0.014355109806774749,moderate,0.0731701105833053,0.2986467778682709,0.7032178640365601,0.02685546875,6112.0,1069.0,213800000.0,55551842.407878086,3069122.4766884414,1588.0863461036056,277.75921203939043,3.350887813312746,0.5860764189187379,200000.0,804.2570677527522,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000016,eval,validation,2020-07-16,-120.522469,36.107784,06019007903,0.063121885061264,0.2869248084115682,0.6893,0.2554983850541025,0.012484074132323893,moderate,0.063121885061264,0.2194711118936538,0.6265716552734375,0.014892578125,6112.0,1069.0,213800000.0,54625554.724567115,2669095.049490848,1561.6061294506744,273.12777362283555,3.350887813312746,0.5860764189187379,200000.0,64.72955909932999,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000017,eval,validation,2020-07-16,-120.540436,36.206596,06019007903,0.0723967179656028,0.2852006427264066,0.6893,0.25961855180072335,0.014232384128253341,moderate,0.0723967179656028,0.2693807482719421,0.6831987500190735,0.0205078125,6112.0,1069.0,213800000.0,55506446.37499465,3042883.7266205642,1586.7885886060212,277.53223187497326,3.350887813312746,0.5860764189187379,200000.0,208.8903065985249,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000018,eval,validation,2020-07-16,-120.58535,36.224564,06019007903,0.0745653286576271,0.28466517149601234,0.6893,0.26054221577761727,0.014631186621837176,moderate,0.0745653286576271,0.3163993954658508,0.7048532366752625,0.026611328125,6112.0,1069.0,213800000.0,55703925.733254574,3128147.6997487885,1592.4340228327967,278.51962866627287,3.350887813312746,0.5860764189187379,200000.0,657.2751112668308,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000019,eval,validation,2020-07-16,-120.531456,36.197613,06019007903,0.0714178457856178,0.28506473008087974,0.6893,0.25908834191707286,0.014033258066713888,moderate,0.0714178457856178,0.2554168105125427,0.680290937423706,0.017822265625,6112.0,1069.0,213800000.0,55393087.50187018,3000310.574663429,1583.5479457971494,276.96543750935086,3.350887813312746,0.5860764189187379,200000.0,252.76314386106688,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000020,eval,validation,2020-07-16,-120.594337,36.224564,06019007903,0.0748452767729759,0.2876885476775207,0.6893,0.26158920268974417,0.014842096502701524,moderate,0.0748452767729759,0.3139145672321319,0.7060874104499817,0.0263671875,6112.0,1069.0,213800000.0,55927771.535067305,3173240.2322775857,1598.8332068397165,279.6388576753365,3.350887813312746,0.5860764189187379,200000.0,49.39670756692618,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000021,eval,validation,2020-07-16,-120.558403,36.224564,06019007903,0.0740872472524643,0.2846596507781136,0.6893,0.26030151885966624,0.01453709569674779,moderate,0.0740872472524643,0.3017932176589966,0.6910191178321838,0.024658203125,6112.0,1069.0,213800000.0,55652464.732196644,3108031.0599646773,1590.9628832702801,278.2623236609832,3.350887813312746,0.5860764189187379,200000.0,672.1002117358394,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000022,eval,validation,2020-07-17,-120.621284,36.224564,06019007903,0.0767039060592651,0.28543047553861156,0.6893,0.26184109569121605,0.015091280801026351,moderate,0.0767039060592651,0.3090170621871948,0.7007143497467041,0.02685546875,6112.0,1069.0,213800000.0,55981626.25878199,3226515.835259434,1600.3727768647125,279.90813129390995,3.350887813312746,0.5860764189187379,200000.0,161.40842719608872,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000023,eval,validation,2020-07-17,-120.567383,36.188633,06019007903,0.0722163245081901,0.284776528054956,0.6893,0.25940112067058185,0.014175808912095727,moderate,0.0722163245081901,0.2694970965385437,0.7029058337211609,0.023681640625,6112.0,1069.0,213800000.0,55459959.5993704,3030787.9454060663,1585.4596495385963,277.299797996852,3.350887813312746,0.5860764189187379,200000.0,454.7868163022246,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000024,eval,validation,2020-07-17,-120.594337,36.206596,06019007903,0.0753373205661773,0.2847625567462219,0.6893,0.26095742730695526,0.014787723862139735,moderate,0.0753373205661773,0.3012903034687042,0.7009674906730652,0.027099609375,6112.0,1069.0,213800000.0,55792697.95822703,3161615.3617254756,1594.9717957001105,278.96348979113515,3.350887813312746,0.5860764189187379,200000.0,473.0833350512757,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000025,eval,validation,2020-07-17,-120.603317,36.242531,06019007903,0.0773957297205925,0.28495103235216573,0.6893,0.26204317456594595,0.015201817432478629,moderate,0.0773957297205925,0.3262937366962433,0.7119612693786621,0.02783203125,6112.0,1069.0,213800000.0,56024830.72219925,3250148.567063931,1601.6078829470616,280.12415361099625,3.350887813312746,0.5860764189187379,200000.0,306.5402195573365,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000026,eval,validation,2020-07-17,-120.495522,36.188633,06019007903,0.0705582052469253,0.28494565777157554,0.6893,0.2586227999549353,0.013858551723690517,moderate,0.0705582052469253,0.2085198760032653,0.6065176725387573,0.010986328125,6112.0,1069.0,213800000.0,55293554.63036517,2962958.3585250326,1580.7025533245646,276.46777315182584,3.350887813312746,0.5860764189187379,200000.0,309.6521927700268,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000027,eval,validation,2020-07-17,-120.594337,36.197613,06019007903,0.0747006461024284,0.2846194198085867,0.6893,0.26059614899379024,0.014655382763382716,moderate,0.0747006461024284,0.3031875193119049,0.7029152512550354,0.027099609375,6112.0,1069.0,213800000.0,55715456.65487236,3133320.8348112246,1592.763662650046,278.5772832743618,3.350887813312746,0.5860764189187379,200000.0,804.2570677527522,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000028,eval,validation,2020-07-17,-120.657219,36.206596,06053011400,0.0753072649240493,0.2661587752481635,0.4492,0.2073412650364737,0.009003625278243695,low,0.0753072649240493,0.2647428512573242,0.6945824027061462,0.022705078125,4455.0,1472.0,616620800.0,127850936.71980245,5551822.62197085,923.7053357374904,305.2063421336893,1.2147175535431636,0.401361220834015,418900.0,51.26190824319299,0.4492
eval_eval_ndws64_meta_000.tfrecord_00000029,eval,validation,2020-07-17,-120.522469,36.179649,06019007903,0.0704974457621574,0.2846932623909748,0.6893,0.25851670159837115,0.013834352895261998,moderate,0.0704974457621574,0.2256717085838318,0.6749233603477478,0.0166015625,6112.0,1069.0,213800000.0,55270870.80173175,2957784.649007015,1580.0540801692443,276.35435400865873,3.350887813312746,0.5860764189187379,200000.0,590.9369556683263,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000030,eval,validation,2020-07-17,-120.504501,36.197613,06019007903,0.072649747133255,0.2846641504782916,0.6893,0.259584118710115,0.014255260654618901,moderate,0.072649747133255,0.2301007956266403,0.6292728781700134,0.0126953125,6112.0,1069.0,213800000.0,55499084.580222584,3047774.727957521,1586.5781335562228,277.49542290111293,3.350887813312746,0.5860764189187379,200000.0,659.9674874451581,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000031,eval,validation,2020-07-17,-120.648232,36.260498,06019007903,0.078170470893383,0.28450549436732236,0.6893,0.2622968837568882,0.015329982691922824,moderate,0.078170470893383,0.3194825351238251,0.6994602084159851,0.024658203125,6112.0,1069.0,213800000.0,56079073.7472227,3277550.2995331,1603.1585535221006,280.3953687361135,3.350887813312746,0.5860764189187379,200000.0,1812.6179903567709,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000032,eval,validation,2020-07-17,-120.486534,36.188633,06019007903,0.0704517289996147,0.28457224609355564,0.6893,0.25845753832787405,0.013819504641456627,moderate,0.0704517289996147,0.2038269191980362,0.5753476023674011,0.0078125,6112.0,1069.0,213800000.0,55258221.69449947,2954610.092343427,1579.6924742599663,276.29110847249734,3.350887813312746,0.5860764189187379,200000.0,1045.0919657209622,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000033,eval,validation,2020-07-17,-120.639252,36.242531,06019007903,0.0775462910532951,0.2846594616526267,0.6893,0.2620309840224355,0.015215804970603255,moderate,0.0775462910532951,0.3120971322059631,0.6996974349021912,0.025390625,6112.0,1069.0,213800000.0,56022224.38399672,3253139.102714976,1601.5333743451258,280.1111219199836,3.350887813312746,0.5860764189187379,200000.0,672.6199200144961,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000034,eval,validation,2020-07-17,-120.612305,36.206596,06019007903,0.075581207871437,0.28453798247928314,0.6893,0.2610119986795034,0.014823895829668579,moderate,0.075581207871437,0.3016451299190521,0.6986473202705383,0.02734375,6112.0,1069.0,213800000.0,55804365.31767783,3169348.928383142,1595.3053359291248,279.02182658838916,3.350887813312746,0.5860764189187379,200000.0,1335.3960528420473,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000035,eval,validation,2020-07-17,-120.621284,36.21558,06019007903,0.0766237527132034,0.2845746408414895,0.6893,0.26154426860904856,0.015030308442882204,moderate,0.0766237527132034,0.3071573674678802,0.7028809785842896,0.02734375,6112.0,1069.0,213800000.0,55918164.62861458,3213479.945088215,1598.5585697385047,279.5908231430729,3.350887813312746,0.5860764189187379,200000.0,1029.4471545662032,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000036,eval,validation,2020-07-17,-120.657219,36.197613,06053011400,0.075116366147995,0.2664376117481751,0.4492,0.20732946659845003,0.008990210279693225,low,0.075116366147995,0.2699623703956604,0.7022733092308044,0.022705078125,4455.0,1472.0,616620800.0,127843661.55750954,5543550.65483266,923.6527736960949,305.18897483291846,1.2147175535431636,0.401361220834015,418900.0,47.020801372712846,0.4492
eval_eval_ndws64_meta_000.tfrecord_00000037,eval,validation,2020-07-17,-120.57637,36.188633,06019007903,0.0725315660238266,0.2852558481349937,0.6893,0.25970253745241145,0.014261653796685425,moderate,0.0725315660238266,0.2731889486312866,0.7030872106552124,0.024169921875,6112.0,1069.0,213800000.0,55524402.50732557,3049141.581731344,1587.3019089091388,277.62201253662784,3.350887813312746,0.5860764189187379,200000.0,195.1180085678119,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000038,eval,validation,2020-07-17,-120.630264,36.206596,06053011400,0.0755766630172729,0.26658232525712955,0.4492,0.20760302908577533,0.009050213230993746,low,0.0755766630172729,0.2924820184707641,0.699233889579773,0.026123046875,4455.0,1472.0,616620800.0,128012345.87729405,5580549.722665949,924.871494577129,305.5916588142613,1.2147175535431636,0.401361220834015,418900.0,45.08006524747745,0.4492
eval_eval_ndws64_meta_000.tfrecord_00000039,eval,validation,2020-07-17,-120.58535,36.224564,06019007903,0.0762635022401809,0.28466517149601234,0.6893,0.26139130256889415,0.014964401737359594,moderate,0.0762635022401809,0.3179364800453186,0.7050451636314392,0.026611328125,6112.0,1069.0,213800000.0,55885460.48922957,3199389.0914474814,1597.623641301081,279.42730244614785,3.350887813312746,0.5860764189187379,200000.0,657.2751112668308,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000040,eval,validation,2020-07-17,-120.58535,36.188633,06019007903,0.0729297026991844,0.28458601823755525,0.6893,0.25970065682085874,0.014306265513070921,moderate,0.0729297026991844,0.2792784571647644,0.7011025547981262,0.02587890625,6112.0,1069.0,213800000.0,55524000.4282996,3058679.566694563,1587.2904144890886,277.620002141498,3.350887813312746,0.5860764189187379,200000.0,961.087758527406,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000041,eval,validation,2020-07-17,-120.531456,36.197613,06019007903,0.0732554867863655,0.28506473008087974,0.6893,0.2600071624174467,0.014394345552814736,moderate,0.0732554867863655,0.2577650845050812,0.6818378567695618,0.01806640625,6112.0,1069.0,213800000.0,55589531.324850105,3077511.0791917904,1589.1637766954343,277.9476566242505,3.350887813312746,0.5860764189187379,200000.0,252.76314386106688,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000042,eval,validation,2020-07-17,-120.58535,36.242531,06019007903,0.0771299079060554,0.2848221672135364,0.6893,0.26187160411708865,0.015142754378211644,moderate,0.0771299079060554,0.3258630335330963,0.7078768014907837,0.02734375,6112.0,1069.0,213800000.0,55988148.960233554,3237520.8860616493,1600.5592443636458,279.9407448011678,3.350887813312746,0.5860764189187379,200000.0,403.7585987081575,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000043,eval,validation,2020-07-17,-120.594337,36.224564,06019007903,0.0765184238553047,0.2876885476775207,0.6893,0.26242577623090857,0.015173887786398187,moderate,0.0765184238553047,0.3144081532955169,0.7061569094657898,0.0263671875,6112.0,1069.0,213800000.0,56106630.95816825,3244177.208731932,1603.9463443233133,280.53315479084125,3.350887813312746,0.5860764189187379,200000.0,49.39670756692618,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000044,eval,validation,2020-07-17,-122.049606,38.488319,06095252903,0.1365906745195388,0.44735790422204696,0.2455,0.25160270852638345,0.015001257341832141,moderate,0.1365906745195388,0.6347790360450745,0.7821713089942932,0.083740234375,4363.0,1859.0,1444443000.0,363425771.1119749,21668461.15860804,1097.742617300611,467.7294351505468,19.15730295488862,8.162600548507436,777000.0,20.32456385387788,0.2455
eval_eval_ndws64_meta_000.tfrecord_00000045,eval,validation,2020-07-17,-120.495522,36.197613,06019007903,0.0723200365900993,0.28454842119409923,0.6893,0.2593845446532794,0.01418479605380176,moderate,0.0723200365900993,0.2190681993961334,0.6033616065979004,0.01123046875,6112.0,1069.0,213800000.0,55456415.64687114,3032709.396302816,1585.3583369208438,277.2820782343557,3.350887813312746,0.5860764189187379,200000.0,1231.2161294974555,0.6893
eval_eval_ndws64_meta_000.tfrecord_00000046,eval,validation,2020-01-17,-114.943932,35.784389,06071010300,0.0197765510529279,0.20193468136357604,0.7179,0.21404867993553678,0.002866985005223091,low,0.0197765510529279,0.0442024059593677,0.5305442810058594,0.00244140625,3427.0,2022.0,194516400.0,41635978.64581285,557675.6020699769,733.5448261390845,432.80643082965537,0.1903351150420911,0.1123016056653365,96200.0,42291.56105535262,0.7179
eval_eval_ndws64_meta_000.tfrecord_00000047,eval,validation,2020-01-17,-115.608688,32.658253,06025011901,0.0336734727025032,0.3940087976953616,0.5106,0.2371593756598601,0.006774459278504086,low,0.0336734727025032,0.1516656428575515,0.5976558327674866,0.013427734375,2021.0,684.0,165459600.0,39240295.43293019,1120899.3224375746,479.2990982085772,162.2170129513443,14.585487552469957,4.936404495739461,241900.0,92.58627063275895,0.5106
eval_eval_ndws64_meta_000.tfrecord_00000048,eval,validation,2020-01-17,-120.594337,36.628807,06019008304,0.0224056039005517,0.28429856820865457,0.9665,0.28979237241287226,0.006156490091633062,high,0.0224056039005517,0.0348593294620513,0.6067619323730469,0.00830078125,4074.0,993.0,167221200.0,48459428.26572739,1029495.6609109906,1180.6141252100415,287.76382580598215,3.1895168819284843,0.7774153813831578,168400.0,538.6429336643937,0.9665
eval_eval_ndws64_meta_000.tfrecord_00000049,eval,validation,2020-01-17,-115.348175,35.631676,06071010300,0.0123325390741229,0.2019655842092992,0.7179,0.21033594479985124,0.0017881083186365864,low,0.0123325390741229,0.0222099833190441,0.2719554305076599,0.0,3427.0,2022.0,194516400.0,40913790.77306578,347816.3929512417,720.8212828290901,425.2992803852992,0.1903351150420911,0.1123016056653365,96200.0,4739.812492648946,0.7179
eval_eval_ndws64_meta_000.tfrecord_00000050,eval,validation,2020-01-17,-114.952919,35.784389,06071010300,0.0196754671633243,0.2019347342341283,0.7179,0.21399815385190066,0.00285233173095354,low,0.0196754671633243,0.046039905399084,0.522040069103241,0.001708984375,3427.0,2022.0,194516400.0,41626150.49391785,554825.2999108512,733.3716732504636,432.70426708854313,0.1903351150420911,0.1123016056653365,96200.0,41726.089386137326,0.7179
eval_eval_ndws64_meta_000.tfrecord_00000051,eval,validation,2020-01-17,-120.684166,36.682705,06019008304,0.0218200664967298,0.2867179670431753,0.9665,0.2902254233613175,0.006046622235615178,high,0.0218200664967298,0.0385439731180667,0.5981755256652832,0.007568359375,4074.0,993.0,167221200.0,48531843.56498755,1011123.4261862529,1182.3783747740076,288.19384539778827,3.1895168819284843,0.7774153813831578,168400.0,59.54711963545056,0.9665
eval_eval_ndws64_meta_000.tfrecord_00000052,eval,validation,2020-01-21,-119.974495,37.940346,06109003200,0.037893921136856,0.40561787072761557,0.5472,0.2500723217867127,0.0084107111182843,moderate,0.037893921136856,0.168487399816513,0.6784265637397766,0.01611328125,5471.0,2679.0,832901100.0,208285511.89570695,7005290.542201224,1368.1456724951051,669.9437500666032,13.942328322143004,6.827179231405795,310900.0,233.2836178124322,0.5472
eval_eval_ndws64_meta_000.tfrecord_00000053,eval,validation,2020-01-21,-119.992462,37.940346,06109003200,0.0373561196029186,0.40549147533491064,0.5472,0.2497655024019325,0.008288760181274552,moderate,0.0373561196029186,0.1572378128767013,0.6877837181091309,0.017578125,5471.0,2679.0,832901100.0,208029961.6926222,6903717.472619774,1366.4670636409726,669.1217809347771,13.942328322143004,6.827179231405795,310900.0,284.52663880437507,0.5472
eval_eval_ndws64_meta_000.tfrecord_00000054,eval,validation,2020-02-19,-122.067574,39.683079,06021010501,0.0283894259482622,0.4325193788574391,0.7334,0.2906305266313628,0.00900540164178368,high,0.0283894259482622,0.0529979169368743,0.625271737575531,0.014892578125,3798.0,1381.0,358369500.0,104153116.51361817,3227261.2836651965,1103.814740145916,401.360757277912,23.87634707656416,8.68173652257375,259500.0,300.28366174805143,0.7334
eval_eval_ndws64_meta_000.tfrecord_00000055,eval,validation,2020-02-19,-119.49839,35.281334,06029003304,0.0256820078939199,0.25918859526822524,0.7556,0.24171758252742753,0.005029638970147706,moderate,0.0256820078939199,0.0578882917761802,0.6070323586463928,0.009033203125,2871.0,843.0,112709100.0,27243771.180842083,566886.0816502748,693.9711794362445,203.7679220706214,1.7936008392797471,0.5266476863506885,133700.0,64.10101349876605,0.7556
eval_eval_ndws64_meta_000.tfrecord_00000056,eval,validation,2020-02-19,-122.714363,38.937477,06033000901,0.0357035174965858,0.533002746838876,0.4162,0.26099258279995574,0.00792031633993538,moderate,0.0357035174965858,0.0862416326999664,0.6439509987831116,0.016357421875,3162.0,1715.0,377128500.0,98427741.2624731,2986977.0208053202,825.25854681346,447.6022795019241,75.37740731230936,40.88306563586672,219900.0,218.92874363010344,0.4162
eval_eval_ndws64_meta_000.tfrecord_00000057,eval,validation,2020-02-19,-121.834007,37.068981,06087121000,0.077766329050064,0.5135771002208089,0.0258,0.19811629459127467,0.0010304263488234075,very_low,0.077766329050064,0.4337409436702728,0.6952682137489319,0.0419921875,3433.0,1417.0,1611695800.0,319303199.9043201,1660733.818608021,680.133239331846,280.7307894358362,46.186276828838665,19.06377927948278,1137400.0,132.6234584721251,0.0258
eval_eval_ndws64_meta_000.tfrecord_00000058,eval,validation,2020-02-19,-123.253349,39.135105,06045011400,0.0985183417797088,0.6816311480268601,0.3998,0.33370851529791246,0.026847837529520396,very_high,0.0985183417797088,0.4021965861320495,0.668301522731781,0.033203125,4753.0,1735.0,743274000.0,248036862.9995406,19955299.591916744,1586.116573210978,578.9842740418782,429.68494682456674,156.84901803926434,428400.0,11.502781211146331,0.3998
eval_eval_ndws64_meta_000.tfrecord_00000059,eval,validation,2020-02-19,-122.795204,38.937477,06033001101,0.0369374975562095,0.3937112236195674,0.3646,0.20950211586397494,0.005302271103565388,low,0.0369374975562095,0.0871238261461258,0.6094648241996765,0.0107421875,1459.0,853.0,282854800.0,59258679.082281455,1499772.832544767,305.66358704553943,178.7053048319706,10.82617928053457,6.329493438174083,331600.0,461.7472336018977,0.3646
eval_eval_ndws64_meta_000.tfrecord_00000060,eval,validation,2020-02-19,-122.642494,38.874596,06033001200,0.0318117588758468,0.3705918022025566,0.5359,0.2342634200986904,0.006317819982720515,low,0.0318117588758468,0.0841431468725204,0.6041842103004456,0.010986328125,3031.0,1557.0,517702500.0,121278758.24364226,3270751.1996043674,710.0524263191305,364.7481450936609,8.155650583310239,4.189491243224692,332500.0,144.94245084608434,0.5359
eval_eval_ndws64_meta_000.tfrecord_00000061,eval,validation,2020-02-19,-122.579613,39.494431,06021010300,0.0367421805858612,0.24412756926420806,0.5394,0.199489361072193,0.004838298919840614,very_low,0.0367421805858612,0.1111612021923065,0.5419653654098511,0.004150390625,1933.0,1035.0,256059000.0,51081046.30678467,1238889.9831154677,385.6129349525491,206.47148870971975,0.7599142280525715,0.4068863042081797,247400.0,1294.2865827768198,0.5394
