sample_id,split,sample_date,start_day,sample_lon,sample_lat,source_file,record_index,GEOID,NAMELSAD,ALAND,AWATER,point_x_3310,point_y_3310,tract_match_method,tract_nearest_dist_m
eval_eval_ndws64_meta_000.tfrecord_00000021,eval,2020-07-16,197.0,-120.558403,36.224564,eval_ndws64_meta_000.tfrecord.gz,21,06019007903,Census Tract 79.03,1823994219.0,976972.0,-50132.85299018622,-199016.11299087852,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000022,eval,2020-07-17,198.0,-120.621284,36.224564,eval_ndws64_meta_000.tfrecord.gz,22,06019007903,Census Tract 79.03,1823994219.0,976972.0,-55778.168449577366,-198980.99066991825,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000023,eval,2020-07-17,198.0,-120.567383,36.188633,eval_ndws64_meta_000.tfrecord.gz,23,06019007903,Census Tract 79.03,1823994219.0,976972.0,-50962.952693740845,-203003.91550042806,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000024,eval,2020-07-17,198.0,-120.594337,36.206596,eval_ndws64_meta_000.tfrecord.gz,24,06019007903,Census Tract 79.03,1823994219.0,976972.0,-53371.4462917033,-200993.0782576874,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000025,eval,2020-07-17,198.0,-120.603317,36.242531,eval_ndws64_meta_000.tfrecord.gz,25,06019007903,Census Tract 79.03,1823994219.0,976972.0,-54152.42893908459,-196994.92507176846,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000026,eval,2020-07-17,198.0,-120.495522,36.188633,eval_ndws64_meta_000.tfrecord.gz,26,06019007903,Census Tract 79.03,1823994219.0,976972.0,-44508.38324356559,-203040.09719241224,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000027,eval,2020-07-17,198.0,-120.594337,36.197613,eval_ndws64_meta_000.tfrecord.gz,27,06019007903,Census Tract 79.03,1823994219.0,976972.0,-53377.70372228317,-201991.2493599439,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000028,eval,2020-07-17,198.0,-120.657219,36.206596,eval_ndws64_meta_000.tfrecord.gz,28,06053011400,Census Tract 114,3667519241.0,49218276.0,-59018.16204351575,-200955.80690841237,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000029,eval,2020-07-17,198.0,-120.522469,36.179649,eval_ndws64_meta_000.tfrecord.gz,29,06019007903,Census Tract 79.03,1823994219.0,976972.0,-46934.27273524585,-204025.3804845689,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000030,eval,2020-07-17,198.0,-120.504501,36.197613,eval_ndws64_meta_000.tfrecord.gz,30,06019007903,Census Tract 79.03,1823994219.0,976972.0,-45309.57048926315,-202038.00501951482,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000031,eval,2020-07-17,198.0,-120.648232,36.260498,eval_ndws64_meta_000.tfrecord.gz,31,06019007903,Census Tract 79.03,1823994219.0,976972.0,-58170.190747728724,-194971.82130846241,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000032,eval,2020-07-17,198.0,-120.486534,36.188633,eval_ndws64_meta_000.tfrecord.gz,32,06019007903,Census Tract 79.03,1823994219.0,976972.0,-43701.077403527226,-203044.27839129604,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000033,eval,2020-07-17,198.0,-120.639252,36.242531,eval_ndws64_meta_000.tfrecord.gz,33,06019007903,Census Tract 79.03,1823994219.0,976972.0,-57377.82930649049,-196973.78857744066,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000034,eval,2020-07-17,198.0,-120.612305,36.206596,eval_ndws64_meta_000.tfrecord.gz,34,06019007903,Census Tract 79.03,1823994219.0,976972.0,-54984.950094348904,-200982.81046979362,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000035,eval,2020-07-17,198.0,-120.621284,36.21558,eval_ndws64_meta_000.tfrecord.gz,35,06019007903,Census Tract 79.03,1823994219.0,976972.0,-55784.710372115864,-199979.2799801277,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000036,eval,2020-07-17,198.0,-120.657219,36.197613,eval_ndws64_meta_000.tfrecord.gz,36,06053011400,Census Tract 114,3667519241.0,49218276.0,-59025.08151221294,-201953.97364086285,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000037,eval,2020-07-17,198.0,-120.57637,36.188633,eval_ndws64_meta_000.tfrecord.gz,37,06019007903,Census Tract 79.03,1823994219.0,976972.0,-51770.16485472551,-202999.0464104009,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000038,eval,2020-07-17,198.0,-120.630264,36.206596,eval_ndws64_meta_000.tfrecord.gz,38,06053011400,Census Tract 114,3667519241.0,49218276.0,-56597.64373489026,-200972.24226550944,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000039,eval,2020-07-17,198.0,-120.58535,36.224564,eval_ndws64_meta_000.tfrecord.gz,39,06019007903,Census Tract 79.03,1823994219.0,976972.0,-52552.09719093411,-199001.5201509986,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000040,eval,2020-07-17,198.0,-120.58535,36.188633,eval_ndws64_meta_000.tfrecord.gz,40,06019007903,Census Tract 79.03,1823994219.0,976972.0,-52576.74781122424,-202994.10468582856,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000041,eval,2020-07-17,198.0,-120.531456,36.197613,eval_ndws64_meta_000.tfrecord.gz,41,06019007903,Census Tract 79.03,1823994219.0,976972.0,-47730.392260969405,-202024.77892986592,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000042,eval,2020-07-17,198.0,-120.58535,36.242531,eval_ndws64_meta_000.tfrecord.gz,42,06019007903,Census Tract 79.03,1823994219.0,976972.0,-52539.77068742858,-197005.03459868906,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000043,eval,2020-07-17,198.0,-120.594337,36.224564,eval_ndws64_meta_000.tfrecord.gz,43,06019007903,Census Tract 79.03,1823994219.0,976972.0,-53358.92995352341,-198996.50044227624,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000044,eval,2020-07-17,198.0,-122.049606,38.488319,eval_ndws64_meta_000.tfrecord.gz,44,06095252903,Census Tract 2529.03,227746046.0,827252.0,-178558.90630695588,54394.468965147156,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000045,eval,2020-07-17,198.0,-120.495522,36.197613,eval_ndws64_meta_000.tfrecord.gz,45,06019007903,Census Tract 79.03,1823994219.0,976972.0,-44503.16793432463,-202042.25795216765,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000046,eval,2020-01-17,16.0,-114.943932,35.784389,eval_ndws64_meta_000.tfrecord.gz,46,06071010300,Census Tract 103,18005085395.0,6351750.0,456323.06857243384,-235900.20111771207,nearest,42286.85915493216
eval_eval_ndws64_meta_000.tfrecord_00000047,eval,2020-01-17,16.0,-115.608688,32.658253,eval_ndws64_meta_000.tfrecord.gz,47,06025011901,Census Tract 119.01,138562389.0,0.0,412430.7003709113,-585321.265774806,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000048,eval,2020-01-17,16.0,-120.594337,36.628807,eval_ndws64_meta_000.tfrecord.gz,48,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-53077.31103988289,-154073.29148983862,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000049,eval,2020-01-17,16.0,-115.348175,35.631676,eval_ndws64_meta_000.tfrecord.gz,49,06071010300,Census Tract 103,18005085395.0,6351750.0,420701.70596970874,-254712.4159422163,nearest,4667.52034855598
eval_eval_ndws64_meta_000.tfrecord_00000050,eval,2020-01-17,16.0,-114.952919,35.784389,eval_ndws64_meta_000.tfrecord.gz,50,06071010300,Census Tract 103,18005085395.0,6351750.0,455512.73585893976,-235943.41805426683,nearest,41725.17502053073
eval_eval_ndws64_meta_000.tfrecord_00000051,eval,2020-01-17,16.0,-120.684166,36.682705,eval_ndws64_meta_000.tfrecord.gz,51,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-61056.139079609835,-148029.0355742746,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000052,eval,2020-01-21,20.0,-119.974495,37.940346,eval_ndws64_meta_000.tfrecord.gz,52,06109003200,Census Tract 32,392402178.0,1033702.0,2238.5213502213505,-8450.53536287602,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000053,eval,2020-01-21,20.0,-119.992462,37.940346,eval_ndws64_meta_000.tfrecord.gz,53,06109003200,Census Tract 32,392402178.0,1033702.0,661.5947509779419,-8450.810160865076,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000054,eval,2020-02-19,49.0,-122.067574,39.683079,eval_ndws64_meta_000.tfrecord.gz,54,06021010501,Census Tract 105.01,159069559.0,4132353.0,-177228.48246599198,187181.58404232794,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000055,eval,2020-02-19,49.0,-119.49839,35.281334,eval_ndws64_meta_000.tfrecord.gz,55,06029003304,Census Tract 33.04,1600690598.0,6934593.0,45588.47115509926,-303827.20859326003,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000056,eval,2020-02-19,49.0,-122.714363,38.937477,eval_ndws64_meta_000.tfrecord.gz,56,06033000901,Census Tract 9.01,41948909.0,8249644.0,-235028.57150946985,105754.88987987582,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000057,eval,2020-02-19,49.0,-121.834007,37.068981,eval_ndws64_meta_000.tfrecord.gz,57,06087121000,Census Tract 1210,74329438.0,0.0,-162830.63405671393,-103739.85763730248,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000058,eval,2020-02-19,49.0,-123.253349,39.135105,eval_ndws64_meta_000.tfrecord.gz,58,06045011400,Census Tract 114,11061593.0,0.0,-280927.37438791,129175.75151067786,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000059,eval,2020-02-19,49.0,-122.795204,38.937477,eval_ndws64_meta_000.tfrecord.gz,59,06033001101,Census Tract 11.01,134765919.0,396816.0,-242026.3529402638,105958.27664169297,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000060,eval,2020-02-19,49.0,-122.642494,38.874596,eval_ndws64_meta_000.tfrecord.gz,60,06033001200,Census Tract 12,371644171.0,2693736.0,-229002.05821492284,98592.67546163872,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000061,eval,2020-02-19,49.0,-122.579613,39.494431,eval_ndws64_meta_000.tfrecord.gz,61,06021010300,Census Tract 103,2543708130.0,20783679.0,-221679.99714964142,167303.33560335683,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000062,eval,2020-02-19,49.0,-122.121468,39.629177,eval_ndws64_meta_000.tfrecord.gz,62,06021010300,Census Tract 103,2543708130.0,20783679.0,-181981.4148939092,181296.02907198574,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000063,eval,2020-02-19,49.0,-121.825027,37.068981,eval_ndws64_meta_000.tfrecord.gz,63,06087121000,Census Tract 1210,74329438.0,0.0,-162033.45169166304,-103755.24274831126,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000064,eval,2020-02-19,49.0,-123.262329,39.144089,eval_ndws64_meta_000.tfrecord.gz,64,06045011300,Census Tract 113,263375023.0,249307.0,-281668.1433101824,130200.27882279688,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000065,eval,2020-02-19,49.0,-120.252975,37.230679,eval_ndws64_meta_000.tfrecord.gz,65,06047001902,Census Tract 19.02,289613101.0,0.0,-22413.568658142503,-87310.91056144238,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000066,eval,2020-02-19,49.0,-119.480423,35.281334,eval_ndws64_meta_000.tfrecord.gz,66,06029003304,Census Tract 33.04,1600690598.0,6934593.0,47221.37321645598,-303818.4144768799,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000067,eval,2020-02-19,49.0,-122.256218,39.952572,eval_ndws64_meta_000.tfrecord.gz,67,06103001101,Census Tract 11.01,163362307.0,356465.0,-192683.3082121747,217482.57870398648,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000068,eval,2020-02-19,49.0,-122.184357,40.087318,eval_ndws64_meta_000.tfrecord.gz,68,06103000800,Census Tract 8,130901191.0,1880376.0,-186202.57466439978,232303.22143914737,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000069,eval,2020-02-19,49.0,-122.705376,38.91951,eval_ndws64_meta_000.tfrecord.gz,69,06033000901,Census Tract 9.01,41948909.0,8249644.0,-234307.60230161258,103736.47174497461,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000070,eval,2020-02-19,49.0,-122.112488,39.638161,eval_ndws64_meta_000.tfrecord.gz,70,06021010300,Census Tract 103,2543708130.0,20783679.0,-181188.9897863191,182276.81625091983,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000071,eval,2020-02-19,49.0,-121.834007,37.077965,eval_ndws64_meta_000.tfrecord.gz,71,06087121000,Census Tract 1210,74329438.0,0.0,-162811.31752288237,-102741.4188523069,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000072,eval,2020-02-19,49.0,-121.609428,38.865612,eval_ndws64_meta_000.tfrecord.gz,72,06101051100,Census Tract 511,341758889.0,2257065.0,-139503.49029120224,95586.64179171948,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000073,eval,2020-02-19,49.0,-122.103508,39.629177,eval_ndws64_meta_000.tfrecord.gz,73,06021010502,Census Tract 105.02,526507967.0,7717827.0,-180441.0439778874,181261.70142532233,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000074,eval,2020-02-19,49.0,-122.633514,38.865612,eval_ndws64_meta_000.tfrecord.gz,74,06033001200,Census Tract 12,371644171.0,2693736.0,-228251.7737985584,97572.83798350114,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000075,eval,2020-02-19,49.0,-119.471443,35.281334,eval_ndws64_meta_000.tfrecord.gz,75,06029003304,Census Tract 33.04,1600690598.0,6934593.0,48037.50552327423,-303813.9031489473,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000076,eval,2020-02-19,49.0,-122.777245,38.506283,eval_ndws64_meta_000.tfrecord.gz,76,06097152702,Census Tract 1527.02,20716272.0,0.0,-241875.58979092343,58004.108062962536,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000077,eval,2020-02-19,49.0,-121.591469,38.856628,eval_ndws64_meta_000.tfrecord.gz,77,06101051100,Census Tract 511,341758889.0,2257065.0,-137963.73187700045,94561.93270651484,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000078,eval,2020-02-19,49.0,-122.346046,38.371536,eval_ndws64_meta_000.tfrecord.gz,78,06055201200,Census Tract 2012,59607021.0,225407.0,-204700.62317265995,42015.3299797182,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000079,eval,2020-02-19,49.0,-121.842995,37.068981,eval_ndws64_meta_000.tfrecord.gz,79,06087121000,Census Tract 1210,74329438.0,0.0,-163628.525143737,-103724.38321242481,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000080,eval,2020-02-19,49.0,-122.346046,38.38052,eval_ndws64_meta_000.tfrecord.gz,80,06055201200,Census Tract 2012,59607021.0,225407.0,-204675.91314428565,43013.70906595979,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000081,eval,2020-02-19,49.0,-122.076553,39.683079,eval_ndws64_meta_000.tfrecord.gz,81,06021010501,Census Tract 105.01,159069559.0,4132353.0,-177998.02233214866,187198.40520186117,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000082,eval,2020-02-19,49.0,-120.217041,37.221695,eval_ndws64_meta_000.tfrecord.gz,82,06047001902,Census Tract 19.02,289613101.0,0.0,-19232.110786338944,-88317.45899184747,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000083,eval,2020-02-19,49.0,-120.252975,37.221695,eval_ndws64_meta_000.tfrecord.gz,83,06047001902,Census Tract 19.02,289613101.0,0.0,-22416.233350166927,-88309.56628625793,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000084,eval,2020-02-19,49.0,-122.193336,40.096302,eval_ndws64_meta_000.tfrecord.gz,84,06103000800,Census Tract 8,130901191.0,1880376.0,-186944.75645663246,233318.56766472477,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000085,eval,2020-02-19,49.0,-122.283165,39.952572,eval_ndws64_meta_000.tfrecord.gz,85,06103000300,Census Tract 3,3325977028.0,9631178.0,-194984.16711478287,217537.67119207047,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000086,eval,2020-02-19,49.0,-120.243996,37.221695,eval_ndws64_meta_000.tfrecord.gz,86,06047001902,Census Tract 19.02,289613101.0,0.0,-21620.60173949508,-88311.65157724451,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000087,eval,2020-02-19,49.0,-122.265205,39.952572,eval_ndws64_meta_000.tfrecord.gz,87,06103001101,Census Tract 11.01,163362307.0,356465.0,-193450.66138035143,217500.87972614914,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000088,eval,2020-02-19,49.0,-122.723343,38.91951,eval_ndws64_meta_000.tfrecord.gz,88,06033000901,Census Tract 9.01,41948909.0,8249644.0,-235863.26428817303,103781.0223780172,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000089,eval,2020-02-19,49.0,-122.265205,39.961555,eval_ndws64_meta_000.tfrecord.gz,89,06103001101,Census Tract 11.01,163362307.0,356465.0,-193426.82081321135,218498.51967281103,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000090,eval,2020-02-19,49.0,-122.274185,39.952572,eval_ndws64_meta_000.tfrecord.gz,90,06103001101,Census Tract 11.01,163362307.0,356465.0,-194217.41511876453,217519.23914675973,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000091,eval,2020-02-19,49.0,-121.5196,39.162056,eval_ndws64_meta_000.tfrecord.gz,91,06115040901,Census Tract 409.01,263666616.0,4473094.0,-131189.91064624902,128401.95707156695,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000092,eval,2020-02-19,49.0,-120.217041,37.212711,eval_ndws64_meta_000.tfrecord.gz,92,06047001902,Census Tract 19.02,289613101.0,0.0,-19234.396967060733,-89316.11386824306,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000093,eval,2020-02-19,49.0,-122.723343,38.937477,eval_ndws64_meta_000.tfrecord.gz,93,06033000901,Census Tract 9.01,41948909.0,8249644.0,-235805.90933049406,105777.18794566067,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000094,eval,2020-02-19,49.0,-121.860962,37.077965,eval_ndws64_meta_000.tfrecord.gz,94,06087121000,Census Tract 1210,74329438.0,0.0,-165203.90354714193,-102694.78987061,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000095,eval,2020-02-19,49.0,-121.842995,37.077965,eval_ndws64_meta_000.tfrecord.gz,95,06087121000,Census Tract 1210,74329438.0,0.0,-163609.1139564008,-102725.94626315497,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000096,eval,2020-02-19,49.0,-122.687408,38.52425,eval_ndws64_meta_000.tfrecord.gz,96,06097152601,Census Tract 1526.01,48730596.0,0.0,-233997.03934331762,59775.02837054711,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000097,eval,2020-02-19,49.0,-119.48941,35.27235,eval_ndws64_meta_000.tfrecord.gz,97,06029003304,Census Tract 33.04,1600690598.0,6934593.0,46409.97747784366,-304820.5564579717,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000098,eval,2020-02-19,49.0,-121.825027,37.059998,eval_ndws64_meta_000.tfrecord.gz,98,06087122401,Census Tract 1224.01,69996988.0,52281.0,-162052.67147420647,-104753.57002680656,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000099,eval,2020-02-21,51.0,-121.133324,41.677338,eval_ndws64_meta_000.tfrecord.gz,99,06049000300,Census Tract 3,6125116370.0,466344491.0,-94505.20387296351,407216.60788482707,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000100,eval,2020-02-21,51.0,-121.66333,39.090191,eval_ndws64_meta_000.tfrecord.gz,100,06101050504,Census Tract 505.04,22999424.0,0.0,-143737.29067122057,120624.42693365505,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000101,eval,2020-02-21,51.0,-121.681297,39.090191,eval_ndws64_meta_000.tfrecord.gz,101,06101050504,Census Tract 505.04,22999424.0,0.0,-145289.7538770333,120651.8134408067,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000102,eval,2020-02-21,51.0,-122.426895,40.886822,eval_ndws64_meta_000.tfrecord.gz,102,06089012500,Census Tract 125,1216821253.0,52581834.0,-204600.76806459593,321557.4095155429,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000103,eval,2020-02-21,51.0,-121.67231,39.108154,eval_ndws64_meta_000.tfrecord.gz,103,06101050504,Census Tract 505.04,22999424.0,0.0,-144478.00780862145,122634.18962106341,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000104,eval,2020-02-21,51.0,-121.67231,39.090191,eval_ndws64_meta_000.tfrecord.gz,104,06101050504,Census Tract 505.04,22999424.0,0.0,-144513.22050058495,120638.07807672629,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000105,eval,2020-02-21,51.0,-120.774002,38.506283,eval_ndws64_meta_000.tfrecord.gz,105,06005000201,Census Tract 2.01,184609359.0,158144.0,-67418.21023066822,54736.397353949025,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000106,eval,2020-02-21,51.0,-119.794838,37.419323,eval_ndws64_meta_000.tfrecord.gz,106,06043000301,Census Tract 3.01,205704486.0,798484.0,18131.969112700153,-66351.20353182498,intersects,0.0
eval_eval_ndws64_meta_000.tfrecord_00000107,eval,2020-02-21,51.0,-121.124344,41.677338,eval_ndws64_meta_000.tfrecord.gz,107,06049000300,Census Tract 3,6125116370.0,466344491.0,-93756.41818857608,407207.6920763962,intersects,0.0
